GeneID	max_transcript
MIR99AHG	561239
MIRLET7BHG	27931
MIS12	4436
MIS18A	10820
MIS18BP1	50012
MISP3	2276
MITD1	11798
MITF	228868
MKI67	29762
MKKS	33213
MKLN1	386538
MKNK1	46861
MKNK2	13773
MKRN1	26529
MKRN2	26697
MKRN9P	1825
MKS1	14169
MKX	72945
MLEC	14710
MLF1	35262
MLF2	5145
MLH1	57496
MLH3	37768
MLKL	29007
MLLT1	69594
MLLT10	210281
MLLT11	9147
MLLT3	280830
MLLT6	24507
MLST8	3999
MLX	6143
MLXIP	68586
MLXIPL	31320
MLYCD	27916
MMAA	40648
MMAB	19788
MMACHC	13082
MMADHC	18138
MMD	29213
MME	159605
MMGT1	13475
MMP14	11173
MMP15	21146
MMP16	295469
MMP2	27861
MMP24OS	1768
MMP25	14162
MMP25-AS1	7245
MMS19	40470
MMS22L	141055
MMUT	32893
MN1	53479
MNAT1	235203
MND1	70446
MNS1	36412
MNT	16987
MNX1	5809
MNX1-AS1	5567
MOAP1	2698
MOB1A	26351
MOB1B	85799
MOB2	17322
MOB3A	25290
MOB3B	204605
MOB3C	9176
MOB4	38145
MOCOS	84660
MOCS1	30292
MOCS2	14078
MOCS3	5111
MOGS	4325
MOK	80723
MON1A	21143
MON1B	11208
MON2	133650
MORC2	43644
MORC3	56457
MORC4	59474
MORF4L1	25249
MORF4L2	12660
MORF4L2-AS1	5272
MORN1	70301
MORN2	6747
MORN3	23902
MORN4	19603
MOSMO	76541
MOSPD1	27625
MOSPD2	48901
MOSPD3	3215
MOV10	26434
MOXD1	105420
MPC1	18020
MPC2	20397
MPDU1	4562
MPDZ	173984
MPG	8832
MPHOSPH10	19467
MPHOSPH6	22062
MPHOSPH8	39782
MPHOSPH9	78912
MPI	12177
MPIG6B	3365
MPLKIP	8595
MPND	16559
MPP1	26843
MPP2	34352
MPP3	32395
MPP5	94626
MPP6	120741
MPP7	252070
MPPE1	25695
MPPED2	201860
MPRIP	150186
MPST	10181
MPV17	13605
MPV17L2	3730
MPZ	5233
MPZL1	69937
MPZL2	10881
MPZL3	25675
MR1	28513
MRAP2	57109
MRAS	57887
MRC2	65927
MRE11	78273
MREG	91512
MRFAP1	2652
MRFAP1L1	2164
MRGBP	5256
MRI1	9760
MRM1	7388
MRM2	8010
MRM3	10156
MRNIP	21541
MROH1	113924
MROH6	6579
MRPL1	89955
MRPL10	8269
MRPL11	3773
MRPL12	4150
MRPL13	49713
MRPL14	14037
MRPL15	13273
MRPL16	4638
MRPL17	2955
MRPL18	8617
MRPL19	15423
MRPL2	5405
MRPL20	5384
MRPL20-AS1	2516
MRPL21	12554
MRPL22	28338
MRPL23	9267
MRPL24	3785
MRPL27	5317
MRPL28	3569
MRPL3	40759
MRPL30	18377
MRPL32	5478
MRPL33	8024
MRPL34	971
MRPL35	14361
MRPL36	1452
MRPL37	25322
MRPL38	6240
MRPL39	21825
MRPL4	8081
MRPL40	4176
MRPL41	676
MRPL42	48700
MRPL43	9677
MRPL44	10251
MRPL45	26195
MRPL45P2	42393
MRPL46	7910
MRPL47	16352
MRPL48	77259
MRPL49	5186
MRPL50	10985
MRPL51	1376
MRPL52	5150
MRPL53	698
MRPL54	4883
MRPL55	2633
MRPL57	2423
MRPL58	8591
MRPL9	3849
MRPS10	11054
MRPS11	13067
MRPS12	2311
MRPS14	10497
MRPS15	8666
MRPS16	3795
MRPS17	4623
MRPS18A	16615
MRPS18B	8552
MRPS18C	6237
MRPS2	4708
MRPS21	15137
MRPS22	13143
MRPS23	15263
MRPS24	2959
MRPS25	23064
MRPS26	2198
MRPS27	100837
MRPS28	111542
MRPS30	6567
MRPS30-DT	64465
MRPS31	42062
MRPS31P5	26757
MRPS33	12342
MRPS34	1239
MRPS35	45531
MRPS36	12398
MRPS5	36437
MRPS6	69452
MRPS7	4497
MRPS9	61891
MRRF	66453
MRS2	23286
MRS2P2	2689
MRTFA	226430
MRTFB	195466
MRTO4	8323
MSANTD2	33908
MSANTD3	24521
MSANTD4	14366
MSC-AS1	213189
MSH2	80161
MSH3	222163
MSH5	22743
MSH6	23871
MSI1	27834
MSI2	428838
MSL1	14946
MSL2	47418
MSL3	17594
MSL3P1	2968
MSMO1	15496
MSN	74277
MSRA	375979
MSRB1	5097
MSRB2	26434
MSRB3	188224
MSS51	9982
MST1	4816
MST1P2	4846
MSTO1	4797
MSTO2P	4920
MSX1	4268
MSX2	6314
MT1F	1360
MT1X	1726
MT2A	913
MTA1	50902
MTA2	8651
MTA3	262378
MTAP	64445
MTARC1	32746
MTARC2	36493
MTBP	78217
MTCH1	18416
MTCH2	29888
MTCL1	115397
MTCP1	7102
MTDH	86076
MTERF1	9761
MTERF2	9875
MTERF3	22215
MTERF4	30119
MTF1	50017
MTF2	59846
MTFMT	28127
MTFP1	3286
MTFR1	65828
MTFR1L	13036
MTFR2	19277
MTG1	28363
MTG2	19729
MTHFD1	71672
MTHFD1L	236208
MTHFD2	18950
MTHFD2L	144989
MTHFR	20238
MTHFS	53738
MTHFSD	25049
MTIF2	32635
MTIF3	14963
MTLN	33891
MTM1	104546
MTMR1	72141
MTMR10	52706
MTMR11	8228
MTMR12	85932
MTMR14	52888
MTMR2	91327
MTMR3	147699
MTMR4	28343
MTMR6	41287
MTMR7	116557
MTMR9	43335
MTO1	47499
MTOR	156016
MTPAP	39537
MTR	108700
MTRES1	23387
MTREX	117590
MTRF1	95669
MTRF1L	15347
MTRNR2L1	1554
MTRNR2L10	1050
MTRNR2L2	1008
MTRNR2L6	1394
MTRNR2L7	1493
MTRNR2L8	1292
MTRNR2L9	500
MTRR	31965
MTSS1	177737
MTSS2	24849
MTURN	27776
MTUS1	157785
MTUS2	685608
MTX1	5140
MTX2	68583
MTX3	14546
MUL1	8703
MUS81	7219
MUTYH	11228
MVB12A	19591
MVB12B	180211
MVD	11151
MVK	24331
MVP	27645
MXD1	27903
MXD3	6399
MXD4	14677
MXI1	79760
MXRA7	38414
MXRA8	10852
MYADM	10807
MYB	37864
MYBBP1A	16490
MYBL1	51043
MYBL2	49477
MYC	7517
MYCBP2	282437
MYCL	6489
MYCN	6453
MYD88	4360
MYDGF	12797
MYEF2	43663
MYH10	156556
MYH11	153895
MYH14	106918
MYH15	148954
MYH3	28777
MYH9	106790
MYL12A	8755
MYL12B	16171
MYL5	7486
MYL6	3220
MYL6B	5395
MYLIP	19161
MYLK	274283
MYNN	16320
MYO10	274381
MYO15A	71044
MYO15B	38789
MYO18A	109275
MYO19	39702
MYO1B	179982
MYO1C	28500
MYO1D	384602
MYO1E	240437
MYO1F	56654
MYO3A	278303
MYO5A	221766
MYO5B	372357
MYO5C	103481
MYO6	170298
MYO9A	295859
MYO9B	137509
MYOF	175905
MYOM2	100410
MYORG	10232
MYPOP	12590
MYRF	35882
MYSM1	45318
MYT1	77801
MZF1	11658
MZF1-AS1	15611
MZT1	19262
MZT2A	8437
MZT2B	8465
N4BP1	71454
N4BP2	101402
N4BP2L1	27407
N4BP2L2	106397
N4BP2L2-IT2	4889
N4BP3	12549
N6AMT1	13182
NAA10	5812
NAA11	9414
NAA15	89879
NAA16	65763
NAA20	16339
NAA25	82094
NAA30	25319
NAA35	84316
NAA38	28735
NAA40	18317
NAA50	29791
NAA60	43352
NAA80	3003
NAAA	30358
NAALAD2	58231
NAB1	43871
NAB2	6362
NABP1	12531
NABP2	5512
NACA	12872
NACA2	796
NACA4P	702
NACAD	8532
NACC1	22883
NACC2	88752
NADK	28799
NADK2	49690
NADSYN1	48613
NAE1	28098
NAF1	40182
NAGA	12508
NAGK	11512
NAGLU	8207
NAGPA	9091
NAGS	4446
NAIF1	6087
NAIP	56631
NALCN	362732
NALT1	1902
NAMPT	36685
NANOS1	4016
NANP	11078
NANS	26345
NAP1L1	48100
NAP1L4	47914
NAPA	27426
NAPA-AS1	17315
NAPB	47000
NAPEPLD	49527
NAPG	26736
NAPRT	3545
NARF	32339
NARS1	21180
NARS2	138903
NASP	34918
NAT1	53222
NAT10	41279
NAT14	2378
NAT8L	9762
NAT9	5816
NATD1	14539
NAV1	178652
NAV2	770877
NAXD	24535
NAXE	2523
NBAS	394418
NBDY	89935
NBEA	730449
NBEAL1	203115
NBEAL2	30035
NBL1	15227
NBN	51388
NBPF1	51241
NBPF10	80105
NBPF11	50235
NBPF12	57548
NBPF14	64332
NBPF15	38078
NBPF19	80463
NBPF20	115878
NBPF25P	35513
NBPF26	36659
NBPF3	44868
NBPF8	54643
NBPF9	28278
NBR1	41279
NBR2	28114
NCALD	438365
NCAM1	317016
NCAPD2	37853
NCAPD3	75348
NCAPG	33885
NCAPG2	73635
NCAPH	41325
NCAPH2	16556
NCBP1	40324
NCBP2	7191
NCBP2AS2	869
NCBP3	44088
NCDN	8987
NCEH1	80818
NCK1	89398
NCK1-DT	20087
NCK2	149360
NCKAP1	129342
NCKAP1L	50491
NCKAP5	896673
NCKAP5L	37261
NCKIPSD	12070
NCL	10953
NCLN	23645
NCOA1	279447
NCOA2	294435
NCOA3	154983
NCOA4	25626
NCOA5	28967
NCOA6	110877
NCOA7	150919
NCOR1	186374
NCOR2	243197
NCR3LG1	25524
NCS1	64899
NCSTN	15566
NDC1	72815
NDC80	45078
NDE1	82969
NDEL1	32279
NDFIP1	45661
NDFIP2	74953
NDNF	36922
NDOR1	13694
NDRG1	60077
NDRG2	54109
NDRG3	94319
NDRG4	49974
NDST1	60432
NDST1-AS1	10476
NDST2	9904
NDUFA1	4825
NDUFA10	132897
NDUFA11	12514
NDUFA12	32385
NDUFA13	11973
NDUFA2	2422
NDUFA3	4713
NDUFA4	8210
NDUFA5	64653
NDUFA6	5256
NDUFA6-DT	46555
NDUFA7	12810
NDUFA8	27313
NDUFA9	45203
NDUFAB1	15302
NDUFAF1	15143
NDUFAF2	207821
NDUFAF3	3018
NDUFAF4	8576
NDUFAF4P1	2327
NDUFAF5	36552
NDUFAF6	181045
NDUFAF7	39734
NDUFAF8	1992
NDUFB1	5582
NDUFB10	2437
NDUFB11	2994
NDUFB2	9935
NDUFB2-AS1	1741
NDUFB3	13749
NDUFB4	6171
NDUFB5	22853
NDUFB6	20158
NDUFB7	5988
NDUFB8	6194
NDUFB9	10884
NDUFC1	12634
NDUFC2	11565
NDUFS1	44627
NDUFS2	15079
NDUFS3	5488
NDUFS4	122699
NDUFS5	8341
NDUFS6	15198
NDUFS7	11677
NDUFS8	5963
NDUFV1	5618
NDUFV2	31641
NDUFV2-AS1	15455
NDUFV3	19990
NEAT1	22740
NEB	249148
NEBL	394213
NECAB1	167618
NECAB3	17341
NECAP1	15606
NECAP2	19417
NECTIN1	91102
NECTIN2	42926
NECTIN3	122353
NECTIN4	18560
NEDD1	46522
NEDD4	166688
NEDD4L	357313
NEDD8	15510
NEDD9	199050
NEFH	11172
NEFL	5913
NEFM	5332
NEIL1	10076
NEIL2	17639
NEIL3	53062
NEK1	219774
NEK11	323588
NEK2	17373
NEK3	27218
NEK4	62500
NEK5	95462
NEK6	94834
NEK7	165420
NEK8	14667
NEK9	47694
NELFA	26250
NELFB	18214
NELFCD	13857
NELFE	6884
NELL2	405653
NEMF	70705
NEMP1	23148
NEMP2	30384
NENF	13459
NEO1	252741
NEPRO	17226
NES	8644
NET1	46499
NETO2	66242
NEU1	5163
NEU3	22263
NEURL1	98841
NEURL1B	50267
NEURL4	13707
NEUROG2	2664
NEXN	55378
NF1	282750
NF2	95044
NFAT5	138688
NFATC1	133393
NFATC2	175876
NFATC2IP	15449
NFATC3	143889
NFATC4	12695
NFE2L1	13186
NFE2L2	34828
NFE2L3	34938
NFIA	385561
NFIB	450229
NFIC	109587
NFIL3	15581
NFIX	103309
NFKB1	115943
NFKB2	8419
NFKBIA	3244
NFKBIB	9223
NFKBID	14351
NFKBIE	7385
NFKBIL1	11978
NFKBIZ	33032
NFRKB	31942
NFS1	31300
NFU1	43441
NFX1	80641
NFXL1	67434
NFYA	29429
NFYB	21124
NFYC	79899
NFYC-AS1	3181
NGDN	9103
NGEF	134554
NGFR	19712
NGLY1	71095
NGRN	12203
NHEJ1	85541
NHLH1	5775
NHLH2	4748
NHLRC1	2237
NHLRC2	62531
NHLRC3	11796
NHP2	4495
NHS	360793
NHSL1	150525
NIBAN1	183476
NIBAN2	73687
NICN1	6991
NID1	89258
NID2	64250
NIF3L1	14605
NIFK	9930
NIFK-AS1	78906
NIN	111358
NINJ1	12755
NINJ2-AS1	14987
NINL	132834
NIP7	3598
NIPA1	43564
NIPA2	29743
NIPAL1	23401
NIPAL2	104409
NIPAL3	59496
NIPBL	189644
NIPBL-DT	5333
NIPSNAP1	26304
NIPSNAP2	35594
NIPSNAP3A	12437
NIPSNAP3B	13635
NISCH	37464
NIT1	7340
NIT2	26878
NKAIN1	60142
NKAIN2	1021794
NKAP	23079
NKAPD1	10851
NKAPL	1661
NKAPP1	8811
NKD1	100853
NKD2	30141
NKILA	2597
NKIRAS1	24965
NKIRAS2	8062
NKPD1	10400
NKRF	18087
NKTR	48049
NKX1-2	4791
NKX2-1	3833
NKX2-2	3042
NKX2-3	3581
NKX2-4	2159
NKX2-5	3097
NKX2-8	2610
NKX3-1	4241
NKX3-2	3678
NKX6-1	4951
NLE1	13572
NLGN1	898420
NLGN2	12015
NLGN3	26370
NLK	153701
NLN	107078
NLRC3	38367
NLRC4	41294
NLRC5	93963
NLRX1	15682
NMB	3067
NMD3	32242
NME1	8530
NME2	6208
NME3	1389
NME4	4025
NME5	24253
NME6	9368
NME7	235433
NME9	68415
NMI	19198
NMNAT1	42575
NMNAT3	117869
NMRK1	27578
NMT1	47697
NMT2	62923
NMU	41562
NNAT	2438
NNT	104721
NNT-AS1	30045
NOA1	14256
NOB1	13114
NOC2L	15053
NOC2LP2	2733
NOC3L	29713
NOC4L	8011
NOCT	30158
NOD1	54339
NOG	1912
NOL10	119221
NOL11	26595
NOL12	7131
NOL3	5240
NOL4	372451
NOL4L	142274
NOL6	12590
NOL7	17143
NOL8	28236
NOL9	33166
NOLC1	11695
NOM1	23464
NOMO2	62226
NONO	17979
NOP10	1445
NOP14	25469
NOP14-AS1	15527
NOP16	4990
NOP2	11420
NOP53	11512
NOP56	5761
NOP58	37898
NOP9	9274
NORAD	5342
NOS1AP	300784
NOSIP	25104
NOSTRIN	78800
NOTCH1	51615
NOTCH2	158109
NOTCH2NLA	77124
NOTCH2NLB	79957
NOTCH2NLC	81212
NOTCH3	41957
NOTCH4	29248
NOTUM	8680
NOVA1	154942
NOVA2	40131
NOXA1	11013
NPAS1	25938
NPAS2	176690
NPAS3	865294
NPAT	65423
NPC1	55064
NPC1L1	28794
NPC2	13577
NPDC1	6714
NPEPPS	100343
NPEPPSP1	61509
NPFF	796
NPHP1	82686
NPHP3	41800
NPHP4	129614
NPIPA1	249629
NPIPA5	14675
NPIPB11	23227
NPIPB12	22981
NPIPB13	25678
NPIPB15	14162
NPIPB2	37173
NPIPB3	365714
NPIPB5	23347
NPIPB9	20388
NPL	40935
NPLOC4	80225
NPM1	23768
NPM2	12763
NPM3	2088
NPNT	76200
NPPC	4585
NPR1	15304
NPR2	17322
NPR3	100847
NPRL2	3420
NPRL3	53287
NPTN	73375
NPTN-IT1	2605
NPTX1	9773
NPTX2	12584
NPTXR	25576
NQO1	17159
NQO2	20060
NR1D1	7796
NR1D2	35331
NR1H2	6931
NR1H3	20733
NR2C1	53389
NR2C2	101690
NR2C2AP	2003
NR2E1	22782
NR2F1	11387
NR2F1-AS1	171964
NR2F2	14210
NR2F2-AS1	199758
NR2F6	13457
NR3C1	157581
NR3C2	365934
NR4A1	36675
NR4A2	8284
NR4A3	45036
NR5A2	149705
NR6A1	254036
NRARP	2640
NRAS	12302
NRAV	5608
NRBF2	21784
NRBP1	14467
NRBP2	7389
NRCAM	309071
NRDC	89743
NRDE2	64081
NREP	248130
NRF1	145356
NRG2	196520
NRG3	1111984
NRG4	71488
NRGN	7268
NRIP1	103765
NRIP2	9687
NRIP3	23425
NRL	36287
NRM	3373
NRN1	9605
NRP1	157414
NRP2	115630
NRSN2	7751
NRSN2-AS1	5565
NRTN	4522
NRXN2	117023
NRXN3	1697918
NSA2	12864
NSD1	167134
NSD2	110799
NSD3	112566
NSDHL	38666
NSF	166793
NSFL1C	25530
NSFP1	50292
NSG1	32802
NSL1	65624
NSMAF	76344
NSMCE1	43778
NSMCE2	275302
NSMCE3	4833
NSMCE4A	18126
NSMF	14139
NSRP1	69668
NSUN2	33805
NSUN3	68770
NSUN4	24975
NSUN5	6351
NSUN5P1	6470
NSUN5P2	6470
NSUN6	113677
NSUN7	61229
NT5C	1570
NT5C2	105289
NT5C3A	48663
NT5C3B	11189
NT5DC1	148644
NT5DC2	10640
NT5DC3	68924
NT5E	46207
NT5M	44290
NTAN1	18234
NTHL1	8014
NTMT1	27247
NTN1	222490
NTN3	2848
NTN4	133348
NTNG2	82466
NTPCR	33271
NTRK2	358530
NTRK3	396988
NTS	8697
NUAK1	76686
NUB1	36700
NUBP1	25565
NUBP2	6226
NUBPL	299819
NUCB1	23060
NUCB2	55472
NUCKS1	37360
NUDC	25128
NUDCD1	93168
NUDCD2	13576
NUDCD3	111539
NUDT1	8923
NUDT10	5294
NUDT11	6581
NUDT12	13934
NUDT13	21453
NUDT14	8373
NUDT15	15175
NUDT16	7159
NUDT16L1	2166
NUDT17	3323
NUDT18	2541
NUDT19	21835
NUDT2	14207
NUDT21	22199
NUDT22	3758
NUDT3	112990
NUDT4	30221
NUDT4P2	3833
NUDT5	30816
NUDT6	30391
NUDT7	19768
NUDT8	1999
NUDT9	36882
NUF2	33805
NUFIP1	50222
NUFIP2	38309
NUMA1	77829
NUMB	183370
NUMBL	24745
NUP107	58831
NUP133	68082
NUP153	91888
NUP155	82969
NUP160	70461
NUP188	59397
NUP205	90834
NUP210	104087
NUP214	109077
NUP35	44194
NUP37	47011
NUP42	18958
NUP43	22213
NUP50	24092
NUP50-DT	30023
NUP54	33856
NUP58	40796
NUP62	22678
NUP62CL	83006
NUP85	30323
NUP88	34906
NUP93	120157
NUP98	122544
NUPR1	6266
NUS1	35254
NUSAP1	48165
NUTF2	25633
NUTM2A	9528
NUTM2A-AS1	103891
NUTM2B	9530
NUTM2B-AS1	135094
NUTM2D	12975
NUTM2E	9520
NUTM2G	13373
NVL	102855
NXF1	13310
NXN	180465
NXPE3	49020
NXPH3	7938
NXPH4	9655
NXT1	3980
NXT2	8874
NYAP1	10874
NYNRIN	20280
OAF	19302
OARD1	30999
OAS3	34777
OAT	21673
OAZ1	4002
OAZ2	15707
OBI1	44866
OBSCN	170744
OBSL1	20811
OCA2	344439
OCEL1	2993
OCIAD1	30774
OCIAD2	21755
OCLN	65557
OCLNP1	18878
OCRL	52294
ODC1	8359
ODF2	46107
ODF2L	49518
ODR4	45613
OFD1	34640
OGA	34022
OGDH	102439
OGDHL	27738
OGFOD1	27548
OGFOD2	5316
OGFOD3	29376
OGFR	9165
OGFRL1	20248
OGFRP1	5109
OGG1	16725
OGT	42788
OIP5	23353
OIP5-AS1	27996
OLA1	176085
OLFM2	82797
OLFML2A	37747
OLFML2B	41273
OLIG1	2272
OLIG2	3248
OLMALINC	14778
OMA1	66007
ONECUT2	55924
ONECUT3	27469
OPA1	104667
OPA3	57375
OPHN1	391151
OPN3	47245
OPRD1	59097
OPTN	38194
OR1F1	18350
OR7E14P	1158
ORAI1	15490
ORAI2	23291
ORAI3	5870
ORC1	31642
ORC2	54683
ORC3	77387
ORC4	91207
ORC5	81672
ORC6	8735
ORMDL1	20480
ORMDL2	3838
ORMDL3	6558
OS9	27602
OSBP	41376
OSBP2	214042
OSBPL10	321025
OSBPL11	66639
OSBPL1A	235772
OSBPL2	57692
OSBPL3	183637
OSBPL5	78203
OSBPL6	208381
OSBPL7	14422
OSBPL8	207973
OSBPL9	172127
OSCP1	32579
OSER1	14830
OSER1-DT	15067
OSGEP	8411
OSGEPL1	16538
OSGIN2	25999
OSMR	89629
OSR1	7138
OSR2	7701
OST4	1180
OSTC	17237
OSTCP1	16506
OSTF1	58751
OSTM1	33332
OTUB1	12567
OTUB2	22590
OTUD1	3112
OTUD3	30549
OTUD4	46939
OTUD5	36355
OTUD6B	16751
OTUD6B-AS1	10283
OTUD7A	395275
OTUD7B	72914
OTULIN	35132
OTULINL	34386
OTX1	8096
OVCA2	1403
OVGP1	13416
OVOL2	35036
OVOS	64608
OVOS2	91856
OXA1L	6354
OXCT1	140360
OXCT2	1825
OXLD1	1569
OXNAD1	86883
OXR1	482515
OXSM	4462
OXSR1	89947
OXTR	19205
P2RX4	23977
P2RX5	22927
P2RX5-TAX1BP3	33511
P2RY1	6308
P3H1	20749
P3H2	165709
P3H3	11440
P3H4	9996
P4HA1	89752
P4HA2	37706
P4HB	17369
P4HTM	17240
PA2G4	9351
PA2G4P4	2750
PAAF1	54113
PABPC1	19172
PABPC1L	29256
PABPC3	2428
PABPC4	15974
PABPN1	5997
PACC1	50958
PACRGL	56618
PACS1	174472
PACS2	97373
PACSIN2	145410
PACSIN3	8912
PADI2	52690
PAF1	5476
PAFAH1B1	91961
PAFAH1B2	33886
PAFAH1B3	5767
PAFAH2	38296
PAG1	144257
PAGR1	6337
PAICS	28318
PAIP1	31151
PAIP2	27888
PAIP2B	44365
PAK1	152077
PAK1IP1	14810
PAK2	92790
PAK3	283120
PAK4	57030
PALB2	38145
PALD1	89683
PALLD	431387
PALM	39394
PALM2AKAP2	392313
PALM3	8709
PAM	276321
PAN2	17777
PAN3	156789
PAN3-AS1	2331
PANDAR	1505
PANK1	66075
PANK2	41106
PANK3	30873
PANK4	18059
PANTR1	46051
PANX1	53127
PANX2	9564
PAPLN	37116
PAPOLA	64740
PAPOLB	4292
PAPOLG	45818
PAPPA	248530
PAPSS1	106568
PAPSS2	87827
PAQR3	27560
PAQR4	4136
PAQR5	108868
PAQR6	4796
PAQR7	9769
PAQR8	45626
PAQR9	14844
PARD3	705765
PARD3B	1074687
PARD6B	22161
PARD6G	90280
PARD6G-AS1	30508
PARG	123753
PARGP1	117593
PARGP1-AGAP4	146780
PARK7	23794
PARL	55609
PARM1	116997
PARN	194559
PARP1	47402
PARP11	64587
PARP12	39202
PARP14	50001
PARP16	28784
PARP2	14290
PARP3	6562
PARP4	91847
PARP6	31373
PARP8	180588
PARP9	36860
PARPBP	77349
PARS2	7625
PARTICL	1419
PARVA	157785
PARVB	170021
PASK	43880
PATJ	421469
PATL1	32321
PATZ1	20542
PAWR	106085
PAX2	94548
PAX3	99111
PAX6	33169
PAX7	118020
PAX9	20238
PAXBP1	37959
PAXBP1-AS1	15008
PAXIP1	59434
PAXIP1-AS1	2270
PAXIP1-AS2	20969
PAXX	1554
PBDC1	5381
PBK	28193
PBLD	50268
PBRM1	140546
PBX1	326687
PBX2	5469
PBX3	220003
PBX4	56974
PBXIP1	12016
PC	109963
PCBD1	6284
PCBD2	57513
PCBP1	1725
PCBP1-AS1	124752
PCBP2	29060
PCBP4	10012
PCCA	441422
PCCA-DT	2912
PCCB	79846
PCDH1	25309
PCDH10	45406
PCDH12	15477
PCDH17	97567
PCDH18	13574
PCDH19	118629
PCDH20	5836
PCDH7	426431
PCDH9	927502
PCDHAC2	45870
PCDHB2	4086
PCDHGA11	91922
PCDHGB5	114851
PCDHGC3	37007
PCED1A	5836
PCF11	30320
PCGF1	2652
PCGF2	14438
PCGF3	65148
PCGF5	121319
PCGF6	48344
PCID2	31133
PCIF1	13337
PCK2	9814
PCLAF	22675
PCLO	408872
PCM1	107091
PCMT1	61726
PCMTD1	81611
PCMTD2	20531
PCNA	11669
PCNP	20372
PCNT	121613
PCNX1	207923
PCNX2	312290
PCNX3	21127
PCNX4	56298
PCOLCE	5812
PCOLCE2	71209
PCP4L1	26705
PCSK1N	4514
PCSK4	9022
PCSK5	472302
PCSK6	186056
PCSK7	27736
PCTP	72039
PCYOX1	23048
PCYOX1L	11607
PCYT1A	53358
PCYT2	10441
PDAP1	13921
PDCD10	51594
PDCD11	49668
PDCD2	9342
PDCD2L	21769
PDCD4	28211
PDCD4-AS1	2014
PDCD5	6263
PDCD6	43353
PDCD6IP	71136
PDCD6IPP2	66740
PDCD7	16429
PDCL	10491
PDCL3	13746
PDCL3P4	982
PDE10A	334991
PDE11A	485090
PDE12	100221
PDE1B	29846
PDE3B	228335
PDE4A	52858
PDE4C	40239
PDE4D	1527245
PDE4DIP	224582
PDE5A	134401
PDE6D	48902
PDE7A	127730
PDE8A	158674
PDE8B	247951
PDE9A	121887
PDF	3675
PDGFA	22584
PDGFB	21623
PDGFC	211345
PDGFD	256956
PDGFRA	68952
PDGFRL	66700
PDHA1	17814
PDHA2	1371
PDHB	6222
PDHX	79998
PDIA2	4051
PDIA3	26840
PDIA3P1	2098
PDIA4	25454
PDIA5	95079
PDIA6	54321
PDIK1L	14383
PDK1	70250
PDK2	16801
PDK3	85180
PDK4	13015
PDLIM1	53430
PDLIM2	17551
PDLIM3	34897
PDLIM5	216370
PDLIM7	14210
PDP1	9145
PDP2	10584
PDPK1	65167
PDPN	34200
PDPR	48911
PDRG1	7709
PDS5A	155048
PDS5B	191567
PDSS1	49373
PDSS2	307001
PDX1	6313
PDXDC1	171612
PDXDC2P-NPIPB14P	89649
PDXK	43170
PDXP	8209
PDZD11	3331
PDZD2	471801
PDZD4	28721
PDZD7	23450
PDZD8	98166
PDZK1	36547
PDZK1P1	21094
PDZRN3	242510
PEA15	9988
PEAK1	319450
PEBP1	9460
PECR	43421
PEF1	15010
PEG10	13369
PELI1	51768
PELI2	183113
PELI3	11010
PELO	16128
PELP1	34362
PEMT	86145
PEPD	134841
PER1	11932
PER2	44566
PER3	60990
PERP	18914
PES1	30388
PET100	2163
PET117	5305
PEX1	41495
PEX10	9853
PEX11A	9218
PEX11B	7576
PEX11G	12525
PEX12	3776
PEX13	34270
PEX14	155808
PEX16	8454
PEX19	8342
PEX2	20786
PEX26	27406
PEX3	39809
PEX5	29360
PEX6	15315
PEX7	91342
PFAS	21197
PFDN1	58066
PFDN2	17476
PFDN4	11874
PFDN5	4000
PFDN6	1337
PFKFB2	27749
PFKFB3	90611
PFKFB4	43445
PFKL	27320
PFKM	41151
PFKP	69254
PFN1	2878
PFN1P2	1905
PFN2	5990
PGAM1	7253
PGAM1P5	24739
PGAM4	1682
PGAM5	11890
PGAP1	93703
PGAP2	28647
PGAP3	16948
PGAP4	14003
PGAP6	11189
PGBD1	21012
PGBD2	12911
PGBD4	6603
PGBD5	111842
PGD	21447
PGF	13934
PGGHG	6981
PGGT1B	58863
PGK1	25047
PGLS	9639
PGLYRP1	3898
PGM1	66834
PGM2	36251
PGM2L1	68117
PGM3	42534
PGM5	174450
PGP	3244
PGPEP1	29352
PGR	100189
PGRMC1	8221
PGRMC2	18571
PGS1	46010
PHACTR1	573700
PHACTR2	223005
PHACTR4	130624
PHAX	26305
PHB	10857
PHB2	5401
PHC1	26955
PHC2	51970
PHC3	94149
PHETA1	8444
PHF1	5424
PHF10	20598
PHF12	46267
PHF13	10299
PHF14	195745
PHF19	39245
PHF2	103003
PHF20	178355
PHF20L1	73449
PHF21A	191666
PHF21B	128842
PHF23	4419
PHF24	25057
PHF3	90209
PHF5A	8975
PHF6	55478
PHF7	12981
PHF8	108456
PHGDH	32281
PHIP	143835
PHKA1	135492
PHKA2	91816
PHKB	240224
PHKG1	12713
PHKG2	12882
PHLDA1	6329
PHLDA2	1147
PHLDA3	4910
PHLDB1	51592
PHLDB2	244021
PHLDB3	29730
PHLPP1	264892
PHLPP2	79775
PHOSPHO2	7254
PHPT1	1615
PHRF1	35989
PHTF1	62683
PHTF2	158731
PHYH	22334
PHYKPL	24348
PI4K2A	35746
PI4K2B	45171
PI4KA	151121
PI4KAP1	14964
PI4KAP2	44493
PI4KB	35918
PIANP	7024
PIAS1	137287
PIAS2	114289
